#,Wine,Country,Region,Classification,Style,Grapes
1763,San Bernabe,United States,California (Central Coast),AVA,White,Chardonnay
1764,San Carlos,Argentina,Mendoza,GI,Red,Malbec; Semillón
1765,San Clemente,Chile,Central Valley,DO,Red,Carignan
1766,San Colombano al Lambro,Italy,Lombardy,DOC,Red,Croatina; Barbera
1767,San Francisco Bay,United States,California (Bay Area),AVA,Red,Cabernet Sauvignon; Merlot
1768,San Gimignano,Italy,Tuscany,DOC,Red,Sangiovese
1769,San José,Uruguay,San José,Regional,White,Albariño
1770,San Juan Creek,United States,California (Central Coast),AVA,Red,Cabernet Sauvignon
1771,San Lucas,United States,California (Central Coast),AVA,Red,Cabernet Sauvignon
1772,San Miguel District,United States,California (Central Coast),AVA,Red,Cabernet Sauvignon
1773,San Pablo,Argentina,Mendoza,GI,Red,Pinot Noir; Chardonnay
1774,San Pasqual Valley,United States,California (Southern),AVA,Red,Cabernet Sauvignon
1775,San Severo,Italy,Puglia,DOC,White,Bombino Bianco; Trebbiano Toscano
1776,Sancerre,France,Loire (Central),AOC,White,Sauvignon Blanc
1777,Sancerre Rouge,France,Loire (Central),AOC,Red,Pinot Noir
1778,Sandomierz,Poland,Świętokrzyskie,PGI,White,Johanniter
1779,Sangli,India,Maharashtra,Regional,Red,Shiraz
1780,Sangue di Giuda,Italy,Lombardy,DOC,Sweet Red,Croatina; Barbera
1781,Sannio,Italy,Campania,DOC,White,Falanghina; Greco
1782,Sant'Anna di Isola Capo Rizzuto,Italy,Calabria,DOC,Red,Gaglioppo
1783,Sant'Antimo,Italy,Tuscany,DOC,Red,Cabernet Sauvignon; Merlot
1784,Santa Cruz Mountains,United States,California (Bay Area),AVA,Red,Pinot Noir; Cabernet Sauvignon
1785,Santa Lucia Highlands,United States,California (Central Coast),AVA,Red,Pinot Noir; Syrah
1786,Santa Maddalena,Italy,Trentino-Alto Adige,DOC,Red,Schiava; Lagrein
1787,Santa Margarita Ranch,United States,California (Central Coast),AVA,Red,Cabernet Sauvignon
1788,Santa Margherita di Belice,Italy,Sicily,DOC,White,Ansonica; Catarratto
1789,Santa Maria Valley,United States,California (Central Coast),AVA,Red,Pinot Noir; Chardonnay
1790,Santa Rosa,Argentina,Mendoza,GI,Red,Bonarda; Malbec
1791,Santa Ynez Valley,United States,California (Central Coast),AVA,Red,Syrah; Pinot Noir
1792,Santenay,France,Burgundy (Côte de Beaune),AOC,Red,Pinot Noir
1793,Santorini,Greece,Cyclades,PDO,White,Assyrtiko
1794,Sanur,Indonesia,Bali,Regional,White,Muscat of Alexandria
1795,São Roque,Brazil,São Paulo,Regional,Red,Bordô
1796,Sardegna Semidano,Italy,Sardinia,DOC,White,Semidano
1797,Sarica Niculițel,Romania,Dobrogea,DOC,Red,Merlot; Cabernet Sauvignon
1798,Şarköy,Turkey,Thrace,Regional,Red,Papazkarası
1799,Sarmiento,Argentina,Patagonia,GI,Red,Pinot Noir
1800,Saumur,France,Loire (Anjou-Saumur),AOC,Red,Cabernet Franc
1801,Saumur Blanc,France,Loire (Anjou-Saumur),AOC,White,Chenin Blanc
1802,Saumur Brut,France,Loire (Anjou-Saumur),AOC,Sparkling,Chenin Blanc
1803,Saumur-Champigny,France,Loire (Anjou-Saumur),AOC,Red,Cabernet Franc
1804,Sausal,Austria,Steiermark,Regional,White,Sauvignon Blanc
1805,Saussignac,France,Southwest France,AOC,Sweet White,Sémillon; Sauvignon Blanc
1806,Sauternes,France,Bordeaux (Left Bank),AOC,Sweet White,Sémillon; Sauvignon Blanc; Muscadelle
1807,Savennières,France,Loire (Anjou-Saumur),AOC,White,Chenin Blanc
1808,Savennières Roche aux Moines,France,Loire (Anjou-Saumur),AOC,White,Chenin Blanc
1809,Savigny-lès-Beaune,France,Burgundy (Côte de Beaune),AOC,Red,Pinot Noir
1810,Savuto,Italy,Calabria,DOC,Red,Gaglioppo; Magliocco
1811,Scavigna,Italy,Calabria,DOC,Red,Gaglioppo; Nerello
1812,Schaffhausen,Switzerland,Zurich & Schaffhausen,AOC,Red,Blauburgunder
1813,Scharzhofberger,Germany,Mosel,Einzellage,White,Riesling
1814,Schilcher,Austria,Steiermark,DAC,Rosé,Blauer Wildbacher
1815,Schioppettino di Prepotto,Italy,Friuli-Venezia Giulia,DOC,Red,Schioppettino
1816,Schloss Johannisberg,Germany,Rheingau,Einzellage,White,Riesling
1817,Schlossberg,France,Alsace,AOC Grand Cru,White,Riesling
1818,Schlossböckelheimer Kupfergrube,Germany,Nahe,Einzellage,White,Riesling
1819,Schoenenbourg,France,Alsace,AOC Grand Cru,White,Riesling
1820,Sciacca,Italy,Sicily,DOC,White,Ansonica; Catarratto
1821,Segarcea,Romania,Oltenia,DOC,Red,Fetească Neagră; Merlot
1822,Séguret,France,Rhône (Southern),AOC Villages,Red,Grenache; Syrah
1823,Sekt,Germany,National,Quality sparkling,Sparkling,Riesling; Weissburgunder; Spätburgunder
1824,Sekt Austria,Austria,National,PDO,Sparkling,Grüner Veltliner; Welschriesling
1825,Seneca Lake,United States,New York,AVA,White,Riesling
1826,Serra da Mantiqueira,Brazil,Minas Gerais,Regional,Red,Syrah
1827,Serra do Sudeste,Brazil,Rio Grande do Sul,Regional,Red,Pinot Noir; Cabernet Franc
1828,Serra Gaúcha,Brazil,Rio Grande do Sul,Regional,Sparkling,Chardonnay; Pinot Noir; Moscato
1829,Serrapetrona,Italy,Marche,DOC,Red,Vernaccia Nera
1830,Serres,Greece,Macedonia,PGI,Red,Limnio
1831,Sevastopol,Russia,Crimea,PGI,Sparkling,Chardonnay; Pinot Noir
1832,Seyssel,France,Savoie & Bugey,AOC,White,Altesse; Molette
1833,Sforzato di Valtellina,Italy,Lombardy,DOCG,Red,Chiavennasca
1834,Shabo,Ukraine,Odesa,Regional,Red,Cabernet Sauvignon
1835,Shamakhi,Azerbaijan,Shamakhi,Regional,Red,Madrasa
1836,Shangri-La (Deqin),China,Yunnan,Regional,Red,Cabernet Sauvignon; Cabernet Franc
1837,Shanxi,China,Shanxi,Regional,Red,Cabernet Sauvignon; Aglianico
1838,Shawnee Hills,United States,Illinois,AVA,Red,Chambourcin; Norton
1839,Shawnee Hills (WV),United States,West Virginia,AVA,Red,Chambourcin
1840,Shenandoah Valley (VA),United States,Virginia,AVA,White,Viognier; Chardonnay
1841,Shenandoah Valley of California,United States,California (Sierra Foothills),AVA,Red,Zinfandel
1842,Shesh i Bardhë,Albania,Tirana,Regional,White,Shesh i Bardhë
1843,Shesh i Zi,Albania,Shkodër,Regional,Red,Shesh i Zi
1844,Shoalhaven Coast,Australia,New South Wales,GI,White,Chambourcin; Verdelho
1845,Shomron,Israel,Shomron,Regional,Red,Cabernet Sauvignon; Carignan
1846,Short Hills Bench,Canada,Ontario,VQA,Red,Pinot Noir
1847,Shuswap,Canada,British Columbia,BC GI,White,Ortega
1848,Šibenik,Croatia,Dalmatia,PDO,Red,Babić
1849,Sicilia,Italy,Sicily,DOC,Red,Nero d'Avola
1850,Sidi Salem,Tunisia,Bizerte,AOC,Red,Carignan; Cabernet Sauvignon
1851,Sierra de Gredos,Spain,Castilla y León,Regional,Red,Garnacha
1852,Sierra de Salamanca,Spain,Castilla y León,DO,Red,Rufete
1853,Sierra Foothills,United States,California (Sierra Foothills),AVA,Red,Zinfandel; Barbera
1854,Sierra Norte de Sevilla,Spain,Andalusia,VT,Red,Tempranillo
1855,Sierra Pelona Valley,United States,California (Southern),AVA,Red,Syrah
1856,Sierras de Málaga,Spain,Andalusia,DO,Red,Romé; Syrah
1857,Signargues,France,Rhône (Southern),AOC Villages,Red,Grenache; Syrah
1858,Sillery,France,Champagne,Grand Cru village,Sparkling,Pinot Noir
1859,Similkameen Valley,Canada,British Columbia,BC GI,Red,Merlot; Syrah
1860,Simonsberg-Stellenbosch,South Africa,Coastal Region,WO,Red,Cabernet Sauvignon
1861,Siracusa,Italy,Sicily,DOC,Red,Nero d'Avola
1862,Sitia,Greece,Crete,PDO,Red,Liatiko; Mandilaria
1863,Sizzano,Italy,Piedmont,DOC,Red,Nebbiolo; Vespolina
1864,Skaha Bench,Canada,British Columbia,BC GI,Red,Syrah; Pinot Gris
1865,Skåne,Sweden,Skåne,Regional,White,Solaris; Rondo
1866,Slámové Víno,Czechia,Moravia,Prädikat-style,Sweet White,Various
1867,Slanghoek,South Africa,Breede River Valley,WO,White,Chenin Blanc
1868,SLO Coast,United States,California (Central Coast),AVA,Red,Pinot Noir; Chardonnay
1869,Slopes of Meliton,Greece,Macedonia,PDO,White,Athiri; Assyrtiko; Roditis
1870,Sloughhouse,United States,California (Central Valley),AVA,Red,Zinfandel
1871,Slovácko,Czechia,Moravia,PDO,White,Müller-Thurgau; Ryzlink
1872,Slovenska Istra,Slovenia,Primorska,PDO,White,Malvazija
1873,Small Carpathians,Slovakia,Malokarpatská,PDO,White,Grüner Veltliner; Riesling
1874,Smaragd,Austria,Wachau,Vinea Wachau,White,Grüner Veltliner; Riesling
1875,Snake River Valley,United States,Idaho,AVA,Red,Syrah; Cabernet Sauvignon
1876,Snake River Valley Sunnyslope District,United States,Idaho,AVA,Red,Syrah
1877,Snipes Mountain,United States,Washington,AVA,Red,Cabernet Sauvignon
1878,Soave,Italy,Veneto,DOC,White,Garganega; Trebbiano di Soave
1879,Soave Classico,Italy,Veneto,DOC,White,Garganega
1880,Soave Superiore,Italy,Veneto,DOCG,White,Garganega
1881,Solopaca,Italy,Campania,DOC,Red,Sangiovese; Aglianico
1882,Somló,Hungary,Somló,PDO,White,Juhfark; Furmint
1883,Sommerberg,France,Alsace,AOC Grand Cru,White,Riesling
1884,Somontano,Spain,Navarra & Aragón,DO,Red,Moristel; Tempranillo; Cabernet Sauvignon
1885,Sonnenglanz,France,Alsace,AOC Grand Cru,White,Gewurztraminer; Pinot Gris
1886,Sonoita,United States,Arizona,AVA,Red,Syrah; Grenache
1887,Sonoma Coast,United States,California (Sonoma),AVA,Red,Pinot Noir; Chardonnay
1888,Sonoma County,United States,California (Sonoma),AVA,Red,Pinot Noir; Cabernet Sauvignon; Zinfandel
1889,Sonoma Mountain,United States,California (Sonoma),AVA,Red,Cabernet Sauvignon
1890,Sonoma Valley,United States,California (Sonoma),AVA,Red,Cabernet Sauvignon; Zinfandel
1891,Sopron,Hungary,Sopron,PDO,Red,Kékfrankos
1892,Sorachi,Japan,Hokkaido,Regional,White,Kerner
1893,South Burnett,Australia,Queensland,GI,White,Chardonnay; Verdelho
1894,South West Australia,Australia,Western Australia,GI,Red,Cabernet Sauvignon
1895,Southeastern New England,United States,Connecticut,AVA,White,Chardonnay
1896,Southern Fleurieu,Australia,South Australia,GI,Red,Shiraz
1897,Southern Flinders Ranges,Australia,South Australia,GI,Red,Shiraz
1898,Southern Highlands,Australia,New South Wales,GI,Sparkling,Chardonnay; Pinot Noir
1899,Southern New South Wales,Australia,New South Wales,GI,Red,Shiraz
1900,Southern Oregon,United States,Oregon,AVA,Red,Tempranillo; Syrah
1901,Southern Slovakia,Slovakia,Južnoslovenská,PDO,Red,Blaufränkisch; Alibernet
1902,Southern Valleys,New Zealand,Marlborough,Regional,Red,Pinot Noir
1903,Sovana,Italy,Tuscany,DOC,Red,Sangiovese; Aleatico
1904,Sparkling Shiraz,Australia,National,Traditional style,Sparkling Red,Shiraz
1905,Spätlese,Germany,National,Prädikat,White,Riesling
1906,Spiegel,France,Alsace,AOC Grand Cru,White,Gewurztraminer; Pinot Gris
1907,Spoleto,Italy,Umbria,DOC,White,Trebbiano Spoletino
1908,Sporen,France,Alsace,AOC Grand Cru,White,Gewurztraminer; Pinot Gris
1909,Spring Mountain District,United States,California (Napa),AVA,Red,Cabernet Sauvignon
1910,Squinzano,Italy,Puglia,DOC,Red,Negroamaro
1911,Srem,Serbia,Vojvodina,PDO,White,Italian Riesling
1912,St. David's Bench,Canada,Ontario,VQA,Red,Cabernet Franc; Merlot
1913,St. Helena,United States,California (Napa),AVA,Red,Cabernet Sauvignon
1914,Sta. Rita Hills,United States,California (Central Coast),AVA,Red,Pinot Noir; Chardonnay
1915,Stags Leap District,United States,California (Napa),AVA,Red,Cabernet Sauvignon
1916,Štajerska Slovenija,Slovenia,Podravje,PDO,White,Laški Rizling; Šipon
1917,Stanford Foothills,South Africa,Cape South Coast,WO,Red,Pinot Noir
1918,Stanušina,North Macedonia,Povardarie,Grape wine,Rosé,Stanušina
1919,Stavropol,Russia,Stavropol,PGI,Red,Cabernet Sauvignon
1920,Ștefan Vodă,Moldova,Ștefan Vodă,PGI,Red,Rara Neagră; Cabernet Sauvignon
1921,Ștefănești,Romania,Muntenia,DOC,White,Fetească Regală
1922,Steigerwald,Germany,Franken,Bereich,White,Silvaner
1923,Steinberg,Germany,Rheingau,Einzellage,White,Riesling
1924,Steinert,France,Alsace,AOC Grand Cru,White,Pinot Gris; Gewurztraminer
1925,Steinfeder,Austria,Wachau,Vinea Wachau,White,Grüner Veltliner
1926,Steingrubler,France,Alsace,AOC Grand Cru,White,Gewurztraminer; Riesling
1927,Steinklotz,France,Alsace,AOC Grand Cru,White,Riesling
1928,Stellenbosch,South Africa,Coastal Region,WO,Red,Cabernet Sauvignon; Pinotage; Chenin Blanc
1929,Stellenbosch Bottelary,South Africa,Coastal Region,WO,Red,Pinotage
1930,Sterea Ellada,Greece,Central Greece,PGI,Red,Agiorgitiko; Syrah
1931,Strathbogie Ranges,Australia,Victoria,GI,White,Chardonnay; Riesling
1932,Strevi,Italy,Piedmont,DOC,Sweet White,Moscato Bianco
1933,Strohwein / Schilfwein,Austria,National,Prädikat,Sweet White,Various
1934,Sturm,Austria,National,Seasonal,White,Various
1935,Subotica-Horgoš,Serbia,Vojvodina,PDO,White,Kevedinka
1936,Südliche Weinstraße,Germany,Pfalz,Bereich,White,Riesling; Weissburgunder
1937,Südsteiermark,Austria,Steiermark,DAC,White,Sauvignon Blanc; Morillon
1938,Suffolk,United Kingdom,East England,Regional,White,Bacchus
1939,Sughd,Tajikistan,Sughd,Regional,Sweet White,Muscat; Rkatsiteli
1940,Suhindol,Bulgaria,Danubian Plain,PDO,Red,Gamza
1941,Sulechów,Poland,Lubuskie,PGI,White,Solaris
1942,Suli Chërta,Italy,Piedmont,DOC,Red,Nebbiolo
1943,Šumadija,Serbia,Central Serbia,PDO,Red,Prokupac; Cabernet Sauvignon
1944,Sunbury,Australia,Victoria,GI,Red,Shiraz
1945,Sunday's Glen,South Africa,Cape South Coast,WO,Red,Pinot Noir
1946,Sungurlare,Bulgaria,Thracian Valley,PDO,White,Red Misket
1947,Surrey,United Kingdom,Southeast England,Regional,Sparkling,Chardonnay; Pinot Noir
1948,Sussex,United Kingdom,Southeast England,PDO,Sparkling,Chardonnay; Pinot Noir; Meunier
1949,Sutherland-Karoo,South Africa,Northern Cape,WO,Red,Syrah
1950,Suvereto,Italy,Tuscany,DOCG,Red,Cabernet Sauvignon; Merlot
1951,Suze-la-Rousse,France,Rhône (Southern),AOC Villages,Red,Grenache; Syrah
1952,Svatomartinské,Czechia,National,Seasonal,Red,Svatovavřinecké; Modrý Portugal
1953,Sviri,Georgia,Imereti,PDO,White,Tsitska; Tsolikouri; Krakhuna
1954,Swan Creek,United States,North Carolina,AVA,Red,Cabernet Franc
1955,Swan District,Australia,Western Australia,GI,White,Chenin Blanc; Verdelho
1956,Swan Hill,Australia,New South Wales,GI,Red,Shiraz
1957,Swan Hill (Vic),Australia,Victoria,GI,Red,Shiraz
1958,Swan Valley,Australia,Western Australia,GI,Fortified,Verdelho; Grenache
1959,Swartland,South Africa,Coastal Region,WO,Red,Syrah; Chenin Blanc
1960,Swellendam,South Africa,Cape South Coast,WO,White,Sauvignon Blanc
1961,Syrah du Valais,Switzerland,Valais,AOC,Red,Syrah
1962,Syros,Greece,Cyclades,PGI,White,Assyrtiko
1963,Szekszárdi Bikavér,Hungary,Szekszárd,PDO,Red,Kékfrankos; Kadarka
1964,Taburno,Italy,Campania,DOC,White,Falanghina
1965,Tacna,Peru,Tacna,Regional,Red,Cabernet Sauvignon
1966,Tacoronte-Acentejo,Spain,Canary Islands,DO,Red,Listán Negro
1967,Talca,Chile,Central Valley,DO,Red,Cabernet Sauvignon
1968,Tamar Valley,Australia,Tasmania,Regional,White,Chardonnay; Pinot Noir
1969,Tannat,Uruguay,National,Grape wine,Red,Tannat
1970,Târnave,Romania,Transylvania,DOC,White,Fetească Albă; Traminer
1971,Tarquinia,Italy,Lazio,DOC,Red,Sangiovese; Montepulciano
1972,Tarragona,Spain,Catalonia,DO,White,Macabeo; Xarel·lo
1973,Tashkent,Uzbekistan,Tashkent,Regional,Sweet White,Rkatsiteli
1974,Tasmania,Australia,Tasmania,GI,Sparkling,Chardonnay; Pinot Noir
1975,Taunggyi,Myanmar,Shan State,Regional,White,Sauvignon Blanc
1976,Taurasi,Italy,Campania,DOCG,Red,Aglianico
1977,Tavel,France,Rhône (Southern),AOC,Rosé,Grenache; Cinsault
1978,Tavira,Portugal,Algarve,DOC,Red,Negra Mole; Castelão
1979,Tavoliere delle Puglie,Italy,Puglia,DOC,Red,Nero di Troia
1980,Távora-Varosa,Portugal,Beiras,DOC,Sparkling,Chardonnay; Malvasia Fina
1981,Tejo,Portugal,Tejo,DOC,Red,Castelão; Trincadeira; Touriga Nacional
1982,Telemark,Norway,Telemark,Regional,White,Solaris
1983,Teliani,Georgia,Kakheti,PDO,Red,Cabernet Sauvignon
1984,Temecula Valley,United States,California (Southern),AVA,Red,Syrah; Cabernet Sauvignon
1985,Temjanika,North Macedonia,Povardarie,Grape wine,White,Temjanika
1986,Templeton Gap District,United States,California (Central Coast),AVA,Red,Syrah; Pinot Noir
1987,Teran (Istria),Croatia,Istria & Kvarner,PDO,Red,Refošk
1988,Terceira,Portugal,Azores,Regional,White,Verdelho
1989,Teroldego Rotaliano,Italy,Trentino-Alto Adige,DOC,Red,Teroldego
1990,Terra Alta,Spain,Catalonia,DO,White,Garnacha Blanca
1991,Terra d'Otranto,Italy,Puglia,DOC,Red,Negroamaro; Primitivo
1992,Terrasses du Larzac,France,Languedoc,AOC,Red,Syrah; Grenache; Cinsault
1993,Terratico di Bibbona,Italy,Tuscany,DOC,Red,Sangiovese; Merlot
1994,Terre Alfieri,Italy,Piedmont,DOCG,White,Arneis
1995,Terre del Colleoni,Italy,Lombardy,DOC,Red,Cabernet Sauvignon; Merlot
1996,Terre dell'Alta Val d'Agri,Italy,Basilicata,DOC,Red,Merlot; Cabernet Sauvignon
1997,Terre di Cosenza,Italy,Calabria,DOC,Red,Magliocco
1998,Terre di Offida,Italy,Marche,DOC,Sweet White,Passerina
1999,Terre di Pisa,Italy,Tuscany,DOC,Red,Sangiovese
2000,Terre Tollesi,Italy,Abruzzo,DOCG,Red,Montepulciano
2001,Texas High Plains,United States,Texas,AVA,Red,Tempranillo; Cabernet Sauvignon
2002,Texas Hill Country,United States,Texas,AVA,Red,Tempranillo; Mourvèdre
2003,Texoma,United States,Texas,AVA,Red,Cabernet Sauvignon
2004,Thassos,Greece,Aegean Islands,PGI,White,Assyrtiko
2005,The Hamptons Long Island,United States,New York,AVA,White,Chardonnay
2006,The Rocks District of Milton-Freewater,United States,Oregon,AVA,Red,Syrah
2007,Thermenregion,Austria,Niederösterreich,DAC,White,Zierfandler; Rotgipfler
2008,Thibar,Tunisia,Nabeul,AOC,Red,Carignan; Cabernet Sauvignon
2009,Thompson Valley,Canada,British Columbia,BC GI,White,Riesling
2010,Thrace (Trakya),Turkey,Thrace,Regional,Red,Papazkarası; Cabernet Sauvignon
2011,Thracian Lowlands,Bulgaria,Thracian Valley,PDO,Red,Mavrud; Merlot; Cabernet Sauvignon
2012,Tibaani,Georgia,Kakheti,PDO,White,Rkatsiteli
2013,Ticino Bianco,Switzerland,Ticino,DOC,White,Chardonnay; Merlot
2014,Ticino Merlot,Switzerland,Ticino,DOC,Red,Merlot
2015,Tidal Bay,Canada,Nova Scotia,Appellation,White,L'Acadie Blanc; Seyval Blanc; Vidal
2016,Tierra de León,Spain,Castilla y León,DO,Red,Prieto Picudo
2017,Tikveš,North Macedonia,Povardarie,PDO,Red,Vranec
2018,Tinos,Greece,Cyclades,PGI,White,Assyrtiko; Malagousia
2019,Tintilia del Molise,Italy,Molise,DOC,Red,Tintilia
2020,Tip of the Mitt,United States,Michigan,AVA,White,Riesling; Marquette
2021,Todi,Italy,Umbria,DOC,White,Grechetto
2022,Tokaji Aszú,Hungary,Tokaj,PDO,Sweet White,Furmint; Hárslevelű; Sárga Muskotály
2023,Tokaji Édes Szamorodni,Hungary,Tokaj,PDO,Sweet White,Furmint
2024,Tokaji Eszencia,Hungary,Tokaj,PDO,Sweet White,Furmint
2025,Tokaji Fordítás,Hungary,Tokaj,PDO,Sweet White,Furmint
2026,Tokaji Furmint (dry),Hungary,Tokaj,PDO,White,Furmint
2027,Tokaji Késői Szüretelésű,Hungary,Tokaj,PDO,Sweet White,Furmint; Hárslevelű
2028,Tokaji Máslás,Hungary,Tokaj,PDO,Sweet White,Furmint
2029,Tokaji Szamorodni,Hungary,Tokaj,PDO,Sweet White,Furmint; Hárslevelű
2030,Tokajské Víno,Slovakia,Tokaj (Slovak),PDO,Sweet White,Furmint; Lipovina
2031,Tokat,Turkey,Black Sea,Regional,White,Narince
2032,Tolna,Hungary,Pannon,PDO,White,Chardonnay
2033,Tonghua,China,Jilin,Regional,Sweet Red,Vitis amurensis
2034,Torcolato di Breganze,Italy,Veneto,DOC,Sweet White,Vespaiola
2035,Torgiano,Italy,Umbria,DOC,Red,Sangiovese
2036,Torgiano Rosso Riserva,Italy,Umbria,DOCG,Red,Sangiovese
2037,Toro,Spain,Castilla y León,DO,Red,Tinta de Toro
2038,Toronto,Canada,Ontario,Regional,White,Riesling
2039,Torres Vedras,Portugal,Lisboa,DOC,Red,Castelão; Tinta Miúda
2040,Torrette,Italy,Valle d'Aosta,DOC,Red,Petit Rouge
2041,Torrontés,Argentina,National,Grape wine,White,Torrontés Riojano
2042,Toscana (Super Tuscan),Italy,Tuscany,IGT,Red,Cabernet Sauvignon; Merlot; Sangiovese
2043,Touraine,France,Loire (Touraine),AOC,White,Sauvignon Blanc
2044,Touraine-Amboise,France,Loire (Touraine),AOC,Red,Côt; Cabernet Franc
2045,Touraine-Azay-le-Rideau,France,Loire (Touraine),AOC,White,Chenin Blanc
2046,Touraine-Chenonceaux,France,Loire (Touraine),AOC,White,Sauvignon Blanc
2047,Touraine-Mesland,France,Loire (Touraine),AOC,Red,Gamay; Côt
2048,Touraine-Oisly,France,Loire (Touraine),AOC,White,Sauvignon Blanc
2049,Tours-sur-Marne,France,Champagne,Grand Cru village,Sparkling,Pinot Noir
2050,Tracy Hills,United States,California (Central Valley),AVA,Red,Cabernet Sauvignon
2051,Traiguén,Chile,Southern Chile,DO,White,Chardonnay
2052,Traisental,Austria,Niederösterreich,DAC,White,Grüner Veltliner
2053,Trás-os-Montes,Portugal,Trás-os-Montes,DOC,Red,Tinta Roriz; Trincadeira
2054,Trebbiano d'Abruzzo,Italy,Abruzzo,DOC,White,Trebbiano Abruzzese
2055,Trebbiano Spoletino,Italy,Umbria,DOC,White,Trebbiano Spoletino
2056,Trentino,Italy,Trentino-Alto Adige,DOC,White,Chardonnay; Pinot Grigio
2057,Trentino Marzemino,Italy,Trentino-Alto Adige,DOC,Red,Marzemino
2058,Trentino Superiore,Italy,Trentino-Alto Adige,DOC,White,Chardonnay; Pinot Bianco
2059,Trento,Italy,Trentino-Alto Adige,DOC,Sparkling,Chardonnay; Pinot Nero
2060,Tri Morave,Serbia,Central Serbia,PDO,Red,Prokupac
2061,Trittenheimer Apotheke,Germany,Mosel,Einzellage,White,Riesling
2062,Trockenbeerenauslese,Germany,National,Prädikat,Sweet White,Riesling
2063,Trockenbeerenauslese Burgenland,Austria,Burgenland,Prädikat,Sweet White,Welschriesling
2064,Tsimlyansk,Russia,Rostov,PGI,Sparkling Red,Tsimlyansky Cherny
2065,Tsinandali,Georgia,Kakheti,PDO,White,Rkatsiteli; Mtsvane
2066,Tualatin Hills,United States,Oregon,AVA,Red,Pinot Noir
2067,Tulbagh,South Africa,Coastal Region,WO,Sparkling,Chardonnay; Pinot Noir
2068,Tumbarumba,Australia,New South Wales,GI,Sparkling,Chardonnay; Pinot Noir
2069,Tuniberg,Germany,Baden,Bereich,White,Grauburgunder
2070,Tupungato,Argentina,Mendoza,GI,White,Chardonnay; Malbec
2071,Turgen,Kazakhstan,Almaty,Regional,Red,Saperavi
2072,Turpan Basin,China,Xinjiang,Regional,Sweet White,Muscat; Cabernet Sauvignon
2073,Tursan,France,Southwest France,AOC,White,Baroque
2074,Tvishi,Georgia,Racha-Lechkhumi,PDO,Sweet White,Tsolikouri
2075,Twenty Mile Bench,Canada,Ontario,VQA,White,Riesling; Chardonnay
2076,Tyrnavos,Greece,Thessaly,PGI,White,Muscat of Hamburg
2077,Uclés,Spain,Castilla-La Mancha,DO,Red,Tempranillo
2078,Ugarteche,Argentina,Mendoza,GI,Red,Malbec
2079,Ulupalakua,United States,Hawaii,Regional,Red,Syrah; Malbec
2080,Umpqua Valley,United States,Oregon,AVA,Red,Tempranillo; Pinot Noir
2081,Ungsteiner Herrenberg,Germany,Pfalz,Einzellage,White,Riesling
2082,Upper Galilee,Israel,Galilee,Regional,Red,Cabernet Sauvignon; Syrah
2083,Upper Goulburn,Australia,Victoria,GI,White,Riesling; Chardonnay
2084,Upper Hemel-en-Aarde Valley,South Africa,Cape South Coast,WO,Red,Pinot Noir
2085,Upper Hiwassee,United States,Georgia (US),AVA,Red,Cabernet Franc
2086,Upper Hiwassee Highlands,United States,North Carolina,AVA,Red,Cabernet Franc
2087,Upper Hudson,United States,New York,AVA,Red,Marquette; Frontenac
2088,Upper Hunter Valley,Australia,New South Wales,GI,White,Semillon; Chardonnay
2089,Upper Mississippi River Valley,United States,Iowa,AVA,Red,Marquette; Frontenac
2090,Ürziger Würzgarten,Germany,Mosel,Einzellage,White,Riesling
2091,Utiel-Requena,Spain,Levante,DO,Red,Bobal
2092,Vacqueyras,France,Rhône (Southern),AOC,Red,Grenache; Syrah
2093,Vaduz,Liechtenstein,Oberland,Regional,Red,Blauburgunder
2094,Vaison-la-Romaine,France,Rhône (Southern),AOC Villages,Red,Grenache; Syrah
2095,Val d'Arbia,Italy,Tuscany,DOC,White,Trebbiano Toscano
2096,Val di Cornia Rosso,Italy,Tuscany,DOCG,Red,Sangiovese; Cabernet Sauvignon
2097,Val do Miño-Ourense,Spain,Galicia,VT,White,Treixadura
2098,Val Polcevera,Italy,Liguria,DOC,White,Vermentino; Bianchetta
2099,Valcalepio,Italy,Lombardy,DOC,Red,Merlot; Cabernet Sauvignon
2100,Valdadige,Italy,Veneto,DOC,White,Pinot Grigio; Chardonnay
2101,Valdadige Terradeiforti,Italy,Trentino-Alto Adige,DOC,Red,Enantio; Casetta
2102,Valdarno di Sopra,Italy,Tuscany,DOC,Red,Sangiovese
2103,Valdeorras,Spain,Galicia,DO,White,Godello
2104,Valdepeñas,Spain,Castilla-La Mancha,DO,Red,Tempranillo
2105,Valdobbiadene Superiore di Cartizze,Italy,Veneto,DOCG,Sparkling,Glera
2106,Vale do São Francisco,Brazil,Bahia & Pernambuco,Regional,Red,Syrah; Cabernet Sauvignon
2107,Vale dos Vinhedos,Brazil,Rio Grande do Sul,DO,Red,Merlot; Cabernet Sauvignon
2108,Valençay,France,Loire (Touraine),AOC,White,Sauvignon Blanc
2109,Valencia,Spain,Levante,DO,White,Merseguera; Moscatel
2110,Vales da Uva Goethe,Brazil,Santa Catarina,IP,White,Goethe
2111,Valle Central de Tarija,Bolivia,Tarija,Regional,Red,Tannat; Cabernet Sauvignon
2112,Valle d'Aosta,Italy,Valle d'Aosta,DOC,Red,Petit Rouge; Fumin; Nebbiolo
