Country,Region,Wine,Classification,Style,Grapes
Spain,Basque Country,Arabako Mahastiak,VT,Red,Tempranillo
Spain,Basque Country,Arabako Txakolina,DO,White,Hondarrabi Zuri
Spain,Basque Country,Bizkaiko Txakolina,DO,White,Hondarrabi Zuri
Spain,Basque Country,Getariako Txakolina,DO,White,Hondarrabi Zuri
Spain,Canary Islands,Abona,DO,White,Listán Blanco
Spain,Canary Islands,El Hierro,DO,White,Vijariego
Spain,Canary Islands,Gran Canaria,DO,Red,Listán Negro
Spain,Canary Islands,La Gomera,DO,White,Forastera Gomera
Spain,Canary Islands,La Palma,DO,White,Listán Blanco; Negramoll
Spain,Canary Islands,Lanzarote,DO,White,Malvasía Volcánica
Spain,Canary Islands,Tacoronte-Acentejo,DO,Red,Listán Negro
Spain,Canary Islands,Valle de Güímar,DO,White,Listán Blanco
Spain,Canary Islands,Valle de la Orotava,DO,Red,Listán Negro
Spain,Canary Islands,Ycoden-Daute-Isora,DO,White,Listán Blanco
Spain,Cantabria & Asturias,Cangas,VC,Red,Albarín Negro; Verdejo Negro
Spain,Cantabria & Asturias,Costa de Cantabria,VT,White,Albariño
Spain,Castilla y León,Abadía Retuerta,VP,Red,Tempranillo; Cabernet Sauvignon
Spain,Castilla y León,Arlanza,DO,Red,Tempranillo
Spain,Castilla y León,Arribes,DO,Red,Juan García
Spain,Castilla y León,Bierzo,DO,Red,Mencía
Spain,Castilla y León,Cigales,DO,Rosé,Tempranillo; Garnacha
Spain,Castilla y León,Ribera del Duero,DO,Red,Tinto Fino
Spain,Castilla y León,Rueda,DO,White,Verdejo; Sauvignon Blanc
Spain,Castilla y León,Sierra de Gredos,Regional,Red,Garnacha
Spain,Castilla y León,Sierra de Salamanca,DO,Red,Rufete
Spain,Castilla y León,Tierra de León,DO,Red,Prieto Picudo
Spain,Castilla y León,Toro,DO,Red,Tinta de Toro
Spain,Castilla y León,Valles de Benavente,VC,Red,Prieto Picudo
Spain,Castilla y León,Valtiendas,VC,Red,Tempranillo
Spain,Castilla-La Mancha,Calzadilla,DO de Pago,Red,Syrah; Tempranillo
Spain,Castilla-La Mancha,Campo de la Guardia,DO de Pago,Red,Tempranillo
Spain,Castilla-La Mancha,Casa del Blanco,DO de Pago,Red,Cabernet Sauvignon; Syrah
Spain,Castilla-La Mancha,Dehesa del Carrizal,DO de Pago,Red,Cabernet Sauvignon; Syrah
Spain,Castilla-La Mancha,Dominio de Valdepusa,DO de Pago,Red,Syrah; Petit Verdot
Spain,Castilla-La Mancha,Finca Élez,DO de Pago,Red,Tempranillo; Cabernet Sauvignon
Spain,Castilla-La Mancha,Florentino,DO de Pago,Red,Garnacha
Spain,Castilla-La Mancha,La Mancha,DO,Red,Cencibel; Airén
Spain,Castilla-La Mancha,Manchuela,DO,Red,Bobal
Spain,Castilla-La Mancha,Méntrida,DO,Red,Garnacha
Spain,Castilla-La Mancha,Mondéjar,DO,Red,Tempranillo
Spain,Castilla-La Mancha,Pago Guijoso,DO de Pago,Red,Cabernet Sauvignon
Spain,Castilla-La Mancha,Ribera del Júcar,DO,Red,Cencibel; Bobal
Spain,Castilla-La Mancha,Uclés,DO,Red,Tempranillo
Spain,Castilla-La Mancha,Valdepeñas,DO,Red,Tempranillo
Spain,Castilla-La Mancha,Vallegarcía,DO de Pago,Red,Cabernet Sauvignon; Syrah
Spain,Catalonia,Alella,DO,White,Pansa Blanca
Spain,Catalonia,Catalunya,DO,Red,Various
Spain,Catalonia,Cava,DO,Sparkling,Macabeo; Xarel·lo; Parellada
Spain,Catalonia,Clàssic Penedès,DO,Sparkling,Xarel·lo; Macabeo
Spain,Catalonia,Conca de Barberà,DO,Red,Trepat
Spain,Catalonia,Corpinnat,Private mark,Sparkling,Xarel·lo; Macabeo
Spain,Catalonia,Costers del Segre,DO,Red,Tempranillo; Cabernet Sauvignon
Spain,Catalonia,Empordà,DO,Red,Garnacha; Cariñena
Spain,Catalonia,Montsant,DO,Red,Garnacha; Cariñena
Spain,Catalonia,Montsant Falset,DO,Red,Garnacha; Cariñena
Spain,Catalonia,Penedès,DO,White,Xarel·lo; Macabeo; Parellada
Spain,Catalonia,Pla de Bages,DO,Red,Picapoll; Cabernet Sauvignon
Spain,Catalonia,Priorat,DOQ,Red,Garnacha; Cariñena
Spain,Catalonia,Priorat Vi de Vila,DOQ,Red,Garnacha; Cariñena
Spain,Catalonia,Tarragona,DO,White,Macabeo; Xarel·lo
Spain,Catalonia,Terra Alta,DO,White,Garnacha Blanca
Spain,Extremadura,Cañamero,VT,White,Alarije
Spain,Extremadura,Ribera del Guadiana,DO,Red,Tempranillo; Garnacha
Spain,Galicia,Barbanza e Iria,VT,White,Albariño
Spain,Galicia,Betanzos,VT,White,Godello; Agudelo
Spain,Galicia,Monterrei,DO,White,Godello; Treixadura
Spain,Galicia,Rías Baixas,DO,White,Albariño
Spain,Galicia,Ribeira Sacra,DO,Red,Mencía
Spain,Galicia,Ribeiro,DO,White,Treixadura; Godello
Spain,Galicia,Val do Miño-Ourense,VT,White,Treixadura
Spain,Galicia,Valdeorras,DO,White,Godello
Spain,Levante,Alicante,DO,Red,Monastrell
Spain,Levante,Almansa,DO,Red,Garnacha Tintorera
Spain,Levante,Bullas,DO,Red,Monastrell
Spain,Levante,Fondillón,DO,Fortified,Monastrell
Spain,Levante,Jumilla,DO,Red,Monastrell
Spain,Levante,Utiel-Requena,DO,Red,Bobal
Spain,Levante,Valencia,DO,White,Merseguera; Moscatel
Spain,Levante,Yecla,DO,Red,Monastrell
Spain,Madrid,Vinos de Madrid,DO,Red,Garnacha; Tempranillo
Spain,Murcia,Campo de Cartagena,VT,Red,Monastrell
Spain,Navarra & Aragón,Aragón,VT,Red,Garnacha
Spain,Navarra & Aragón,Arínzano,DO de Pago,Red,Tempranillo
Spain,Navarra & Aragón,Bolandin,DO de Pago,Red,Tempranillo; Merlot
Spain,Navarra & Aragón,Calatayud,DO,Red,Garnacha
Spain,Navarra & Aragón,Campo de Borja,DO,Red,Garnacha
Spain,Navarra & Aragón,Cariñena,DO,Red,Garnacha; Cariñena
Spain,Navarra & Aragón,Navarra,DO,Rosé,Garnacha; Tempranillo
Spain,Navarra & Aragón,Otazu,DO de Pago,Red,Cabernet Sauvignon; Tempranillo
Spain,Navarra & Aragón,Prado de Irache,DO de Pago,Red,Tempranillo
Spain,Navarra & Aragón,Somontano,DO,Red,Moristel; Tempranillo; Cabernet Sauvignon
Spain,Rioja,Rioja,DOCa,Red,Tempranillo; Garnacha; Graciano; Mazuelo
Spain,Rioja,Rioja Alavesa,DOCa,Red,Tempranillo
Spain,Rioja,Rioja Alta,DOCa,Red,Tempranillo; Graciano
Spain,Rioja,Rioja Blanco,DOCa,White,Viura; Malvasía; Garnacha Blanca
Spain,Rioja,Rioja Gran Reserva,DOCa,Red,Tempranillo; Graciano
Spain,Rioja,Rioja Oriental,DOCa,Red,Garnacha; Tempranillo
Spain,Valencia,Chozas Carrascal,DO de Pago,Red,Bobal; Tempranillo
Spain,Valencia,El Terrerazo,DO de Pago,Red,Bobal
Spain,Valencia,Los Balagueses,DO de Pago,Red,Bobal; Syrah
Sweden,Gotland,Gotland,Regional,White,Solaris
Sweden,Skåne,Skåne,Regional,White,Solaris; Rondo
Switzerland,Geneva,Genève,AOC,White,Chasselas; Gamaret
Switzerland,Graubünden,Bündner Herrschaft,AOC,Red,Blauburgunder
Switzerland,Neuchâtel,Neuchâtel,AOC,White,Chasselas
Switzerland,Neuchâtel,Oeil-de-Perdrix,AOC,Rosé,Pinot Noir
Switzerland,Three Lakes,Bielersee,AOC,White,Chasselas
Switzerland,Ticino,Ticino Bianco,DOC,White,Chardonnay; Merlot
Switzerland,Ticino,Ticino Merlot,DOC,Red,Merlot
Switzerland,Valais,Amigne de Vétroz,AOC,White,Amigne
Switzerland,Valais,Cornalin du Valais,AOC,Red,Cornalin
Switzerland,Valais,Dôle,AOC,Red,Pinot Noir; Gamay
Switzerland,Valais,Ermitage du Valais,AOC,White,Marsanne
Switzerland,Valais,Fendant,AOC,White,Chasselas
Switzerland,Valais,Heida (Païen),AOC,White,Savagnin Blanc
Switzerland,Valais,Humagne Rouge,AOC,Red,Humagne Rouge
Switzerland,Valais,Johannisberg du Valais,AOC,White,Silvaner
Switzerland,Valais,Malvoisie du Valais,AOC,Sweet White,Pinot Gris
Switzerland,Valais,Petite Arvine,AOC,White,Petite Arvine
Switzerland,Valais,Syrah du Valais,AOC,Red,Syrah
Switzerland,Vaud,Aigle,AOC,White,Chasselas
Switzerland,Vaud,Calamin,Grand Cru,White,Chasselas
Switzerland,Vaud,Chablais,AOC,White,Chasselas
Switzerland,Vaud,Dézaley,Grand Cru,White,Chasselas
Switzerland,Vaud,Épesses,Grand Cru,White,Chasselas
Switzerland,Vaud,La Côte,AOC,White,Chasselas
Switzerland,Vaud,Lavaux,AOC,White,Chasselas
Switzerland,Vaud,Saint-Saphorin,Grand Cru,White,Chasselas
Switzerland,Vaud,Villette,Grand Cru,White,Chasselas
Switzerland,Vaud,Yvorne,AOC,White,Chasselas
Switzerland,Zurich & Schaffhausen,Schaffhausen,AOC,Red,Blauburgunder
Syria,Homs,Bargylus (Latakia Hills),Regional,Red,Cabernet Sauvignon; Merlot
Taiwan,Changhua,Erlin,Regional,Red,Black Queen; Golden Muscat
Taiwan,Taichung,Houli,Regional,White,Golden Muscat
Tajikistan,Khatlon,Khatlon,Regional,Sweet White,Muscat of Alexandria
Tajikistan,Sughd,Sughd,Regional,Sweet White,Muscat; Rkatsiteli
Tanzania,Dodoma,Dodoma,Regional,Red,Makutupora; Chenin Blanc
Tanzania,Dodoma,Hombolo,Regional,White,Chenin Blanc
Thailand,Chao Phraya,Chao Phraya Delta,Regional,White,Malaga Blanc
Thailand,Hua Hin,Hua Hin Hills,Regional,Red,Shiraz; Muscat
Thailand,Khao Yai,Khao Yai,Regional,Red,Shiraz; Chenin Blanc
Thailand,Loei,Phu Rua,Regional,Red,Shiraz; Chenin Blanc
Tunisia,Bizerte,Sidi Salem,AOC,Red,Carignan; Cabernet Sauvignon
Tunisia,Nabeul,Coteaux de Tebourba,AOC,Red,Carignan
Tunisia,Nabeul,Grombalia,AOC,Red,Carignan; Cinsault
Tunisia,Nabeul,Mornag,AOC,Red,Carignan; Syrah
Tunisia,Nabeul,Muscat de Kelibia,AOC,White,Muscat of Alexandria
Tunisia,Nabeul,Thibar,AOC,Red,Carignan; Cabernet Sauvignon
Turkey,Aegean,Aegean (Ege),Regional,White,Sultaniye; Bornova Misketi
Turkey,Aegean,Denizli,Regional,Red,Çalkarası
Turkey,Aegean,Manisa,Regional,Red,Kalecik Karası; Syrah
Turkey,Black Sea,Tokat,Regional,White,Narince
Turkey,Central Anatolia,Ankara Kalecik,Regional,Red,Kalecik Karası
Turkey,Central Anatolia,Cappadocia,Regional,White,Emir
Turkey,Central Anatolia,Kalecik,Regional,Red,Kalecik Karası
Turkey,Eastern Anatolia,Elazığ,Regional,Red,Öküzgözü; Boğazkere
Turkey,Southeastern Anatolia,Diyarbakır,Regional,Red,Boğazkere
Turkey,Thrace,Şarköy,Regional,Red,Papazkarası
Turkey,Thrace,Thrace (Trakya),Regional,Red,Papazkarası; Cabernet Sauvignon
Turkmenistan,Ahal,Ahal,Regional,Fortified,Terbash; Rkatsiteli
Ukraine,Bessarabia,Bessarabia,PGI,Red,Cabernet Sauvignon; Saperavi
Ukraine,Crimea,Massandra,Historic estate,Fortified,Muscat; Kokur
Ukraine,Kherson,Kherson,Regional,White,Aligoté
Ukraine,Odesa,Odesa,PGI,Sparkling,Chardonnay; Aligoté
Ukraine,Odesa,Shabo,Regional,Red,Cabernet Sauvignon
Ukraine,Zakarpattia,Zakarpattia,PGI,White,Traminer; Rhine Riesling
United Kingdom,East England,Essex,Regional,White,Chardonnay; Bacchus
United Kingdom,East England,Suffolk,Regional,White,Bacchus
United Kingdom,National,English Bacchus,PDO,White,Bacchus
United Kingdom,National,English Sparkling Wine,PDO,Sparkling,Chardonnay; Pinot Noir; Meunier
United Kingdom,Southeast England,Hampshire,Regional,Sparkling,Chardonnay; Pinot Noir
United Kingdom,Southeast England,Kent,Regional,Sparkling,Chardonnay; Pinot Noir
United Kingdom,Southeast England,Surrey,Regional,Sparkling,Chardonnay; Pinot Noir
United Kingdom,Southeast England,Sussex,PDO,Sparkling,Chardonnay; Pinot Noir; Meunier
United Kingdom,Southwest England,Cornwall,Regional,Sparkling,Seyval Blanc; Chardonnay
United Kingdom,Southwest England,Devon,Regional,White,Bacchus; Solaris
United Kingdom,Southwest England,Dorset,Regional,Sparkling,Chardonnay; Pinot Noir
United Kingdom,Wales,Monmouthshire,Regional,White,Solaris
United Kingdom,Wales,Welsh Wine,PDO,White,Solaris; Bacchus
United States,Arizona,Sonoita,AVA,Red,Syrah; Grenache
United States,Arizona,Verde Valley,AVA,Red,Syrah; Grenache
United States,Arizona,Willcox,AVA,Red,Syrah; Malvasia
United States,Arizona,Willcox Bench,AVA,Red,Syrah
United States,Arkansas,Altus,AVA,Red,Cynthiana
United States,Arkansas,Arkansas Mountain,AVA,Red,Cynthiana
United States,California,California Sparkling Wine,Regional style,Sparkling,Chardonnay; Pinot Noir
United States,California,Meritage,Trademark blend,Red,Cabernet Sauvignon; Merlot; Cabernet Franc
United States,California,White Zinfandel,Varietal style,Rosé,Zinfandel
United States,California (Bay Area),Ben Lomond Mountain,AVA,White,Chardonnay
United States,California (Bay Area),Livermore Valley,AVA,White,Sauvignon Blanc; Chardonnay
United States,California (Bay Area),Pacheco Pass,AVA,Red,Cabernet Sauvignon
United States,California (Bay Area),San Francisco Bay,AVA,Red,Cabernet Sauvignon; Merlot
United States,California (Bay Area),Santa Cruz Mountains,AVA,Red,Pinot Noir; Cabernet Sauvignon
United States,California (Central Coast),Adelaida District,AVA,Red,Cabernet Sauvignon; Syrah
United States,California (Central Coast),Arroyo Grande Valley,AVA,Red,Pinot Noir; Chardonnay
United States,California (Central Coast),Arroyo Seco,AVA,White,Chardonnay; Riesling
United States,California (Central Coast),Ballard Canyon,AVA,Red,Syrah
United States,California (Central Coast),Carmel Valley,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Chalone,AVA,White,Chardonnay; Pinot Noir
United States,California (Central Coast),Cienega Valley,AVA,Red,Zinfandel
United States,California (Central Coast),Creston District,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Edna Valley,AVA,White,Chardonnay; Pinot Noir
United States,California (Central Coast),El Pomar District,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Gabilan Mountains,AVA,Red,Pinot Noir
United States,California (Central Coast),Geneseo District,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Hames Valley,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Happy Canyon of Santa Barbara,AVA,Red,Cabernet Sauvignon; Sauvignon Blanc
United States,California (Central Coast),Lime Kiln Valley,AVA,Red,Cabernet Pfeffer
United States,California (Central Coast),Los Olivos District,AVA,Red,Syrah; Grenache
United States,California (Central Coast),Monterey,AVA,White,Chardonnay; Pinot Noir
United States,California (Central Coast),Mount Harlan,AVA,Red,Pinot Noir; Chardonnay
United States,California (Central Coast),Paicines,AVA,Red,Pinot Noir
United States,California (Central Coast),Paso Robles,AVA,Red,Cabernet Sauvignon; Zinfandel; Syrah
United States,California (Central Coast),Paso Robles Estrella District,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Paso Robles Highlands District,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),San Antonio Valley (California),AVA,Red,Syrah
United States,California (Central Coast),San Benito,AVA,Red,Pinot Noir; Grenache
United States,California (Central Coast),San Bernabe,AVA,White,Chardonnay
United States,California (Central Coast),San Juan Creek,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),San Lucas,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),San Miguel District,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Santa Lucia Highlands,AVA,Red,Pinot Noir; Syrah
United States,California (Central Coast),Santa Margarita Ranch,AVA,Red,Cabernet Sauvignon
United States,California (Central Coast),Santa Maria Valley,AVA,Red,Pinot Noir; Chardonnay
United States,California (Central Coast),Santa Ynez Valley,AVA,Red,Syrah; Pinot Noir
United States,California (Central Coast),SLO Coast,AVA,Red,Pinot Noir; Chardonnay
United States,California (Central Coast),Sta. Rita Hills,AVA,Red,Pinot Noir; Chardonnay
United States,California (Central Coast),Templeton Gap District,AVA,Red,Syrah; Pinot Noir
United States,California (Central Coast),Willow Creek District,AVA,Red,Syrah; Grenache
United States,California (Central Coast),York Mountain,AVA,Red,Pinot Noir
United States,California (Central Valley),Alta Mesa,AVA,Red,Zinfandel
United States,California (Central Valley),Borden Ranch,AVA,Red,Zinfandel
United States,California (Central Valley),Clarksburg,AVA,White,Chenin Blanc
United States,California (Central Valley),Clements Hills,AVA,Red,Zinfandel
United States,California (Central Valley),Cosumnes River,AVA,White,Chardonnay
United States,California (Central Valley),Diablo Grande,AVA,Red,Syrah
United States,California (Central Valley),Dunnigan Hills,AVA,Red,Syrah; Cabernet Sauvignon
United States,California (Central Valley),Jahant,AVA,White,Albariño
United States,California (Central Valley),Lodi,AVA,Red,Zinfandel; Cabernet Sauvignon
United States,California (Central Valley),Madera,AVA,Red,Zinfandel
United States,California (Central Valley),Merritt Island,AVA,White,Chenin Blanc
United States,California (Central Valley),Mokelumne River,AVA,Red,Zinfandel
United States,California (Central Valley),River Junction,AVA,White,Chardonnay
United States,California (Central Valley),Salado Creek,AVA,Red,Cabernet Sauvignon
United States,California (Central Valley),Sloughhouse,AVA,Red,Zinfandel
United States,California (Central Valley),Tracy Hills,AVA,Red,Cabernet Sauvignon
United States,California (Lake),Benmore Valley,AVA,White,Chardonnay
United States,California (Lake),Big Valley District,AVA,White,Sauvignon Blanc
United States,California (Lake),Clear Lake,AVA,Red,Cabernet Sauvignon; Sauvignon Blanc
United States,California (Lake),Guenoc Valley,AVA,Red,Cabernet Sauvignon
United States,California (Lake),High Valley,AVA,Red,Cabernet Sauvignon
United States,California (Lake),Kelsey Bench,AVA,Red,Cabernet Sauvignon
United States,California (Lake),Red Hills Lake County,AVA,Red,Cabernet Sauvignon
United States,California (Mendocino),Anderson Valley,AVA,Red,Pinot Noir; Chardonnay
United States,California (Mendocino),Cole Ranch,AVA,White,Riesling
United States,California (Mendocino),Covelo,AVA,Red,Pinot Noir
United States,California (Mendocino),Eagle Peak Mendocino County,AVA,Red,Zinfandel
United States,California (Mendocino),McDowell Valley,AVA,Red,Syrah; Grenache
United States,California (Mendocino),Mendocino Ridge,AVA,Red,Zinfandel; Pinot Noir
United States,California (Mendocino),Pine Mountain,AVA,Red,Cabernet Sauvignon
United States,California (Mendocino),Potter Valley,AVA,White,Riesling; Sauvignon Blanc
United States,California (Mendocino),Redwood Valley,AVA,Red,Zinfandel; Cabernet Sauvignon
United States,California (Mendocino),Yorkville Highlands,AVA,Red,Pinot Noir; Cabernet Sauvignon
United States,California (Napa),Atlas Peak,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Calistoga,AVA,Red,Cabernet Sauvignon; Petite Sirah
United States,California (Napa),Chiles Valley,AVA,Red,Zinfandel; Cabernet Sauvignon
United States,California (Napa),Coombsville,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Diamond Mountain District,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Howell Mountain,AVA,Red,Cabernet Sauvignon; Zinfandel
United States,California (Napa),Los Carneros,AVA,White,Chardonnay; Pinot Noir
United States,California (Napa),Mount Veeder,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Mount Veeder District,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Napa Valley,AVA,Red,Cabernet Sauvignon; Merlot
United States,California (Napa),Oak Knoll District,AVA,White,Chardonnay; Cabernet Sauvignon
United States,California (Napa),Oakville,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Rutherford,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Spring Mountain District,AVA,Red,Cabernet Sauvignon
United States,California (Napa),St. Helena,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Stags Leap District,AVA,Red,Cabernet Sauvignon
United States,California (Napa),Wild Horse Valley,AVA,White,Chardonnay; Pinot Noir
United States,California (Napa),Yountville,AVA,Red,Cabernet Sauvignon; Merlot
United States,California (Sierra Foothills),Amador County,AVA,Red,Zinfandel
United States,California (Sierra Foothills),California Shenandoah Valley,AVA,Red,Zinfandel
United States,California (Sierra Foothills),El Dorado,AVA,Red,Zinfandel; Syrah
United States,California (Sierra Foothills),Fiddletown,AVA,Red,Zinfandel
United States,California (Sierra Foothills),North Yuba,AVA,Red,Cabernet Sauvignon
United States,California (Sierra Foothills),Shenandoah Valley of California,AVA,Red,Zinfandel
United States,California (Sierra Foothills),Sierra Foothills,AVA,Red,Zinfandel; Barbera
United States,California (Sonoma),Alexander Valley,AVA,Red,Cabernet Sauvignon
United States,California (Sonoma),Bennett Valley,AVA,Red,Merlot; Syrah
United States,California (Sonoma),Chalk Hill,AVA,White,Chardonnay; Sauvignon Blanc
United States,California (Sonoma),Dry Creek Valley,AVA,Red,Zinfandel
United States,California (Sonoma),Fort Ross-Seaview,AVA,Red,Pinot Noir
United States,California (Sonoma),Green Valley of Russian River Valley,AVA,White,Chardonnay; Pinot Noir
United States,California (Sonoma),Knights Valley,AVA,Red,Cabernet Sauvignon
United States,California (Sonoma),Moon Mountain District,AVA,Red,Cabernet Sauvignon
United States,California (Sonoma),Northern Sonoma,AVA,Red,Cabernet Sauvignon; Chardonnay
United States,California (Sonoma),Petaluma Gap,AVA,Red,Pinot Noir; Syrah
United States,California (Sonoma),Pine Mountain-Cloverdale Peak,AVA,Red,Cabernet Sauvignon
United States,California (Sonoma),Rockpile,AVA,Red,Zinfandel
United States,California (Sonoma),Russian River Valley,AVA,Red,Pinot Noir; Chardonnay
United States,California (Sonoma),Sonoma Coast,AVA,Red,Pinot Noir; Chardonnay
United States,California (Sonoma),Sonoma County,AVA,Red,Pinot Noir; Cabernet Sauvignon; Zinfandel
United States,California (Sonoma),Sonoma Mountain,AVA,Red,Cabernet Sauvignon
United States,California (Sonoma),Sonoma Valley,AVA,Red,Cabernet Sauvignon; Zinfandel
United States,California (Sonoma),West Sonoma Coast,AVA,Red,Pinot Noir; Chardonnay
United States,California (Southern),Antelope Valley of the California High Desert,AVA,Red,Syrah
United States,California (Southern),Malibu Coast,AVA,Red,Cabernet Sauvignon; Syrah
United States,California (Southern),Malibu-Newton Canyon,AVA,Red,Cabernet Sauvignon
United States,California (Southern),Ramona Valley,AVA,Red,Syrah; Grenache
United States,California (Southern),Saddle Rock-Malibu,AVA,Red,Cabernet Sauvignon
United States,California (Southern),San Pasqual Valley,AVA,Red,Cabernet Sauvignon
United States,California (Southern),Sierra Pelona Valley,AVA,Red,Syrah
United States,California (Southern),Temecula Valley,AVA,Red,Syrah; Cabernet Sauvignon
United States,Colorado,Grand Valley,AVA,Red,Cabernet Franc; Merlot
United States,Colorado,Grand Valley Colorado,AVA,Red,Cabernet Franc
United States,Colorado,West Elks,AVA,White,Riesling; Gewürztraminer
United States,Connecticut,Southeastern New England,AVA,White,Chardonnay
United States,Connecticut,Western Connecticut Highlands,AVA,White,Seyval Blanc
United States,Georgia (US),Dahlonega Plateau,AVA,Red,Cabernet Franc; Chambourcin
United States,Georgia (US),Upper Hiwassee,AVA,Red,Cabernet Franc
United States,Hawaii,Ulupalakua,Regional,Red,Syrah; Malbec
United States,Idaho,Eagle Foothills,AVA,Red,Syrah; Viognier
United States,Idaho,Lewis-Clark Valley,AVA,Red,Syrah; Merlot
United States,Idaho,Snake River Valley,AVA,Red,Syrah; Cabernet Sauvignon
United States,Idaho,Snake River Valley Sunnyslope District,AVA,Red,Syrah
United States,Illinois,Shawnee Hills,AVA,Red,Chambourcin; Norton
United States,Indiana,Indiana Uplands,AVA,Red,Chambourcin; Traminette
United States,Iowa,Upper Mississippi River Valley,AVA,Red,Marquette; Frontenac
United States,Maryland,Catoctin,AVA,Red,Cabernet Sauvignon; Chambourcin
United States,Maryland,Linganore,AVA,Red,Chambourcin
United States,Massachusetts,Martha's Vineyard,AVA,White,Chardonnay
United States,Michigan,Fennville,AVA,White,Riesling
United States,Michigan,Lake Michigan Shore,AVA,White,Riesling; Cabernet Franc
United States,Michigan,Leelanau Peninsula,AVA,White,Riesling; Pinot Grigio
United States,Michigan,Old Mission Peninsula,AVA,White,Riesling; Chardonnay
United States,Michigan,Tip of the Mitt,AVA,White,Riesling; Marquette
United States,Minnesota,Alexandria Lakes,AVA,Red,Frontenac
United States,Missouri,Augusta,AVA,Red,Norton
United States,Missouri,Hermann,AVA,Red,Norton; Chambourcin
United States,Missouri,Loess Hills District,AVA,Red,Norton
United States,Missouri,Ozark Highlands,AVA,Red,Norton; Vignoles
United States,Nevada,Nevada,Regional,Red,Cabernet Sauvignon
United States,New Jersey,Cape May Peninsula,AVA,Red,Chambourcin
United States,New Jersey,Central Delaware Valley (NJ),AVA,Red,Chambourcin
United States,New Jersey,Outer Coastal Plain,AVA,Red,Cabernet Franc; Chambourcin
United States,New Mexico,Mesilla Valley,AVA,White,Chardonnay; Riesling
United States,New Mexico,Middle Rio Grande Valley,AVA,Sparkling,Chardonnay; Pinot Noir
United States,New Mexico,Mimbres Valley,AVA,Red,Cabernet Sauvignon
United States,New York,Cayuga Lake,AVA,White,Riesling; Cabernet Franc
United States,New York,Champlain Valley of New York,AVA,Red,Marquette
United States,New York,Finger Lakes,AVA,White,Riesling
United States,New York,Hudson River Region,AVA,White,Seyval Blanc; Cabernet Franc
United States,New York,Lake Erie (NY),AVA,Red,Concord
United States,New York,Long Island,AVA,Red,Merlot; Cabernet Franc
United States,New York,Niagara Escarpment,AVA,White,Riesling
United States,New York,North Fork of Long Island,AVA,Red,Merlot
United States,New York,Seneca Lake,AVA,White,Riesling
United States,New York,The Hamptons Long Island,AVA,White,Chardonnay
United States,New York,Upper Hudson,AVA,Red,Marquette; Frontenac
United States,North Carolina,Haw River Valley,AVA,Red,Cabernet Franc
United States,North Carolina,Swan Creek,AVA,Red,Cabernet Franc
United States,North Carolina,Upper Hiwassee Highlands,AVA,Red,Cabernet Franc
United States,North Carolina,Yadkin Valley,AVA,Red,Cabernet Franc; Merlot
United States,Ohio,Grand River Valley,AVA,White,Riesling; Chardonnay
United States,Ohio,Isle St. George,AVA,White,Catawba
United States,Ohio,Kanawha River Valley,AVA,Red,Chambourcin
United States,Ohio,Ohio River Valley,AVA,White,Catawba; Vidal
United States,Oregon,Applegate Valley,AVA,Red,Syrah; Tempranillo
United States,Oregon,Chehalem Mountains,AVA,Red,Pinot Noir
United States,Oregon,Columbia Gorge,AVA,White,Riesling; Pinot Gris
United States,Oregon,Dundee Hills,AVA,Red,Pinot Noir
United States,Oregon,Elkton Oregon,AVA,White,Pinot Gris; Riesling
United States,Oregon,Eola-Amity Hills,AVA,Red,Pinot Noir
United States,Oregon,Laurelwood District,AVA,Red,Pinot Noir
United States,Oregon,Lower Long Tom,AVA,Red,Pinot Noir
United States,Oregon,McMinnville,AVA,Red,Pinot Noir
United States,Oregon,Mount Pisgah,AVA,Red,Pinot Noir
United States,Oregon,Mount Pisgah Polk County,AVA,Red,Pinot Noir
United States,Oregon,Red Hill Douglas County,AVA,Red,Pinot Noir
United States,Oregon,Ribbon Ridge,AVA,Red,Pinot Noir
United States,Oregon,Rocks District of Milton-Freewater,AVA,Red,Syrah
United States,Oregon,Rogue Valley,AVA,Red,Syrah; Cabernet Sauvignon
United States,Oregon,Southern Oregon,AVA,Red,Tempranillo; Syrah
United States,Oregon,The Rocks District of Milton-Freewater,AVA,Red,Syrah
United States,Oregon,Tualatin Hills,AVA,Red,Pinot Noir
